P. Name,P. Zone Class,P. Composition Class,P. Mass (EU),P. Radius (EU),P. Gravity (EU),P. Ts Mean (K),P. Period (days),P. Mean Distance (AU),S. Constellation,P. Habitable,P. Disc. Year
KOI-1871.02,Hot,rocky-iron,5.39,1.69,1.89,421.3,32.38,0.17,Lyr,0,2015
KOI-1874.01,Hot,rocky-iron,11.61,2.06,2.73,429.2,18.68,0.11,Cyg,0,2015
KOI-1874.02,Hot,rocky-iron,2.47,1.36,1.33,559.9,7.42,0.06,Cyg,0,2015
KOI-1875.01,Hot,rocky-iron,16.77,2.25,3.31,894.4,9.92,0.09,Cyg,0,2015
KOI-1875.02,Hot,rocky-iron,2.16,1.31,1.26,2269.7,0.54,0.01,Cyg,0,2015
KOI-1876.01,Warm,rocky-iron,18.10,2.29,3.45,300.1,82.53,0.31,Cyg,1,2015
KOI-1879.01,Hot,rocky-iron,15.84,2.22,3.21,348.1,22.09,0.12,Cyg,0,2015
KOI-1880.01,Hot,rocky-iron,4.02,1.56,1.65,975.6,1.15,0.02,Cyg,0,2015
KOI-1882.01,Hot,rocky-iron,3.32,1.48,1.52,1170.6,3.77,0.05,Lyr,0,2015
KOI-1883.01,Hot,rocky-iron,0.81,0.98,0.85,1540.2,2.71,0.04,Cyg,0,2015
KOI-1884.02,Hot,rocky-iron,7.43,1.84,2.20,969.5,4.78,0.05,Cyg,0,2015
KOI-1885.01,Hot,rocky-iron,8.07,1.88,2.28,1063.6,5.65,0.06,Cyg,0,2015
KOI-1886.01,Hot,rocky-iron,3.57,1.51,1.57,1153.2,5.99,0.07,Cyg,0,2015
KOI-1889.02,Hot,rocky-iron,3.92,1.55,1.63,845.4,9.18,0.08,Dra,0,2015
KOI-1890.01,Hot,rocky-iron,4.72,1.63,1.77,1467.9,4.34,0.06,Cyg,0,2015
KOI-1891.01,Hot,rocky-iron,15.54,2.21,3.18,617.3,15.96,0.12,Cyg,0,2015
KOI-1891.02,Hot,rocky-iron,2.16,1.31,1.26,747.0,8.26,0.07,Cyg,0,2015
KOI-1893.01,Hot,rocky-iron,2.11,1.30,1.25,1191.8,3.55,0.04,Cyg,0,2015
KOI-1895.01,Hot,rocky-iron,10.10,1.99,2.55,583.2,8.46,0.07,Lyr,0,2015
KOI-1895.02,Hot,rocky-iron,11.38,2.05,2.71,469.7,17.28,0.11,Lyr,0,2015
KOI-1895.03,Hot,rocky-iron,8.77,1.92,2.38,389.2,32.13,0.16,Lyr,0,2015
KOI-1898.01,Hot,rocky-iron,3.66,1.52,1.58,1066.2,6.50,0.07,Lyr,0,2015
KOI-1899.01,Hot,rocky-iron,24.97,2.46,4.13,840.3,19.76,0.15,Cyg,0,2015
KOI-1899.02,Hot,rocky-iron,0.73,0.95,0.81,1007.0,10.52,0.10,Cyg,0,2015
KOI-1900.01,Hot,rocky-iron,1.47,1.17,1.07,686.6,5.19,0.05,Cyg,0,2015
KOI-1901.01,Hot,rocky-iron,15.54,2.21,3.18,477.2,85.65,0.39,Lyr,0,2015
KOI-1905.01,Hot,rocky-iron,3.09,1.45,1.47,831.1,7.63,0.07,Lyr,0,2015
KOI-1905.02,Hot,rocky-iron,2.11,1.30,1.25,655.9,16.00,0.12,Lyr,0,2015
KOI-1905.03,Hot,rocky-iron,2.80,1.41,1.41,518.8,34.21,0.19,Lyr,0,2015
KOI-1907.01,Hot,rocky-iron,12.07,2.08,2.79,490.6,11.35,0.08,Lyr,0,2015
KOI-1908.01,Hot,rocky-iron,3.17,1.46,1.49,508.6,12.55,0.09,Cyg,0,2015
KOI-1908.02,Hot,rocky-iron,1.60,1.20,1.11,413.6,24.09,0.14,Cyg,0,2015
KOI-1909.01,Hot,rocky-iron,2.53,1.37,1.35,828.5,12.76,0.11,Lyr,0,2015
KOI-1909.02,Hot,rocky-iron,0.96,1.03,0.90,1081.6,5.47,0.06,Lyr,0,2015
KOI-1909.03,Hot,rocky-iron,2.66,1.39,1.38,669.2,25.10,0.17,Lyr,0,2015
KOI-1910.01,Hot,rocky-iron,25.45,2.47,4.17,548.1,34.27,0.19,Cyg,0,2015
KOI-1913.01,Hot,rocky-iron,2.05,1.29,1.23,967.8,5.51,0.06,Cyg,0,2015
KOI-1915.01,Hot,rocky-iron,5.39,1.69,1.89,1013.8,6.56,0.07,Cyg,0,2015
KOI-1915.02,Hot,rocky-iron,3.32,1.48,1.52,485.6,67.85,0.33,Cyg,0,2015
KOI-1916.01,Hot,rocky-iron,5.04,1.66,1.83,692.0,20.68,0.14,Lyr,0,2015
KOI-1916.02,Hot,rocky-iron,2.87,1.42,1.42,878.7,9.60,0.09,Lyr,0,2015
KOI-1916.03,Hot,rocky-iron,0.31,0.73,0.59,1439.1,2.02,0.03,Lyr,0,2015
KOI-1917.01,Hot,rocky-iron,15.24,2.20,3.15,655.3,35.01,0.21,Cyg,0,2015
KOI-1920.01,Hot,rocky-iron,15.54,2.21,3.18,665.9,16.57,0.12,Lyr,0,2015
KOI-1920.02,Hot,rocky-iron,0.40,0.79,0.64,757.8,10.14,0.09,Lyr,0,2015
KOI-1922.01,Hot,rocky-iron,13.05,2.12,2.90,1527.9,1.95,0.03,Cyg,0,2015
KOI-1925.01,Hot,rocky-iron,0.81,0.98,0.85,434.8,68.96,0.32,Cyg,0,2015
KOI-1929.01,Hot,rocky-iron,6.27,1.76,2.03,1046.3,9.69,0.09,Cyg,0,2015
KOI-1929.02,Hot,rocky-iron,2.11,1.30,1.25,1474.7,3.29,0.04,Cyg,0,2015
KOI-1930.01,Hot,rocky-iron,25.45,2.47,4.17,1054.9,13.73,0.12,Lyr,0,2015
KOI-1930.02,Hot,rocky-iron,21.07,2.37,3.75,879.7,24.31,0.17,Lyr,0,2015
KOI-1930.04,Hot,rocky-iron,6.27,1.76,2.03,1185.3,9.34,0.09,Lyr,0,2015
KOI-1931.01,Hot,rocky-iron,3.17,1.46,1.49,992.6,4.98,0.05,Cyg,0,2015
KOI-1931.02,Hot,rocky-iron,1.43,1.16,1.06,777.3,10.56,0.09,Cyg,0,2015
KOI-1931.03,Hot,rocky-iron,1.51,1.18,1.09,886.9,6.99,0.07,Cyg,0,2015
KOI-1934.01,Hot,rocky-iron,16.46,2.24,3.28,428.4,28.78,0.16,Lyr,0,2015
KOI-1936.01,Hot,rocky-iron,1.60,1.20,1.11,3498.3,1.34,0.03,Cyg,0,2015
KOI-1937.01,Hot,rocky-iron,2.47,1.36,1.33,1086.7,1.41,0.02,Lyr,0,2015
KOI-1938.01,Hot,rocky-iron,10.51,2.01,2.60,358.5,96.92,0.38,Cyg,0,2015
KOI-1939.01,Hot,rocky-iron,11.84,2.07,2.76,688.9,13.47,0.10,Cyg,0,2015
KOI-1940.01,Hot,rocky-iron,10.72,2.02,2.63,557.1,10.99,0.08,Cyg,0,2015
KOI-1943.01,Hot,rocky-iron,8.07,1.88,2.28,656.8,29.92,0.19,Lyr,0,2015
KOI-1947.01,Hot,rocky-iron,4.82,1.64,1.79,1074.3,6.42,0.07,Cyg,0,2015
KOI-1951.01,Hot,rocky-iron,4.82,1.64,1.79,608.9,37.32,0.22,Lyr,0,2015
KOI-1952.01,Hot,rocky-iron,5.88,1.73,1.97,989.7,8.01,0.08,Lyr,0,2015
KOI-1952.02,Hot,rocky-iron,9.51,1.96,2.47,671.5,27.67,0.18,Lyr,0,2015
KOI-1952.03,Hot,rocky-iron,1.35,1.14,1.04,1129.9,5.20,0.06,Lyr,0,2015
KOI-1952.04,Hot,rocky-iron,23.60,2.43,4.00,593.1,42.47,0.24,Lyr,0,2015
KOI-1955.01,Hot,rocky-iron,7.13,1.82,2.15,910.9,15.17,0.13,Cyg,0,2015
KOI-1955.02,Hot,rocky-iron,19.17,2.32,3.56,679.4,39.46,0.24,Cyg,0,2015
KOI-1955.03,Hot,rocky-iron,0.47,0.83,0.68,1849.6,1.64,0.03,Cyg,0,2015
KOI-1955.04,Hot,rocky-iron,4.31,1.59,1.70,763.5,26.23,0.18,Cyg,0,2015
KOI-1957.01,Hot,rocky-iron,8.24,1.89,2.31,1995.0,1.39,0.03,Cyg,0,2015
KOI-1959.01,Hot,rocky-iron,18.45,2.30,3.49,478.7,36.52,0.20,Lyr,0,2015
KOI-1960.01,Hot,rocky-iron,6.69,1.79,2.09,988.5,8.97,0.09,Lyr,0,2015
KOI-1960.02,Hot,rocky-iron,3.75,1.53,1.60,728.4,23.22,0.16,Lyr,0,2015
KOI-1961.01,Hot,rocky-iron,8.41,1.90,2.33,1901.8,1.91,0.03,Lyr,0,2015
KOI-1962.01,Hot,rocky-iron,17.76,2.28,3.42,744.5,32.86,0.21,Lyr,0,2015
KOI-1964.01,Hot,rocky-iron,0.30,0.72,0.58,1389.7,2.23,0.03,Lyr,0,2015
KOI-1965.01,Hot,rocky-iron,2.16,1.31,1.26,1259.4,2.51,0.04,Cyg,0,2015
KOI-1967.01,Hot,rocky-iron,1.60,1.20,1.11,887.4,4.42,0.05,Cyg,0,2015
KOI-1969.01,Hot,rocky-iron,26.93,2.50,4.31,695.7,16.34,0.12,Cyg,0,2015
KOI-1972.01,Hot,rocky-iron,12.80,2.11,2.88,771.4,17.79,0.14,Cyg,0,2015
KOI-1972.02,Hot,rocky-iron,0.39,0.78,0.63,1796.9,1.23,0.02,Cyg,0,2015
KOI-1973.01,Hot,rocky-iron,3.75,1.53,1.60,841.8,3.29,0.04,Lyr,0,2015
KOI-1976.01,Hot,rocky-iron,17.43,2.27,3.38,710.8,12.12,0.10,Lyr,0,2015
KOI-1977.01,Hot,rocky-iron,1.69,1.22,1.14,599.5,9.39,0.07,Cyg,0,2015
KOI-1977.02,Hot,rocky-iron,0.40,0.79,0.64,638.9,7.42,0.06,Cyg,0,2015
KOI-1979.01,Hot,rocky-iron,0.87,1.00,0.87,1260.3,2.71,0.03,Lyr,0,2015
KOI-1981.01,Hot,rocky-iron,4.51,1.61,1.74,1692.2,1.06,0.02,Cyg,0,2015
KOI-1982.01,Hot,rocky-iron,26.93,2.50,4.31,1044.6,4.89,0.06,Lyr,0,2015
KOI-1984.01,Hot,rocky-iron,18.80,2.31,3.52,773.8,22.06,0.16,Cyg,0,2015
KOI-1986.02,Hot,rocky-iron,1.47,1.17,1.07,840.0,7.13,0.07,Cyg,0,2015
KOI-1989.01,Hot,rocky-iron,7.43,1.84,2.20,339.9,201.12,0.63,Dra,0,2015
KOI-1992.01,Hot,rocky-iron,10.10,1.99,2.55,855.2,12.80,0.11,Cyg,0,2015
KOI-1992.02,Hot,rocky-iron,4.82,1.64,1.79,670.1,27.32,0.18,Cyg,0,2015
KOI-1996.01,Hot,rocky-iron,5.88,1.73,1.97,615.9,10.13,0.08,Lyr,0,2015
KOI-1996.02,Hot,rocky-iron,0.64,0.91,0.77,678.1,7.07,0.06,Lyr,0,2015
KOI-2000.01,Hot,rocky-iron,22.30,2.40,3.87,562.8,26.41,0.16,Lyr,0,2015
KOI-2001.01,Hot,rocky-iron,21.47,2.38,3.79,1136.8,8.28,0.08,Cyg,0,2015
KOI-2002.01,Hot,rocky-iron,4.51,1.61,1.74,816.5,14.38,0.12,Cyg,0,2015
KOI-2004.01,Hot,rocky-iron,6.69,1.79,2.09,511.1,56.19,0.29,Cyg,0,2015
KOI-2004.02,Hot,rocky-iron,0.40,0.79,0.64,1247.3,3.19,0.04,Cyg,0,2015
KOI-2004.03,Hot,rocky-iron,0.16,0.59,0.46,1523.1,1.72,0.03,Cyg,0,2015
KOI-2005.01,Hot,rocky-iron,2.47,1.36,1.33,657.1,6.92,0.06,Lyr,0,2015
KOI-2006.01,Hot,rocky-iron,0.55,0.87,0.73,650.5,3.27,0.03,Cyg,0,2015
KOI-2007.01,Hot,rocky-iron,3.57,1.51,1.57,825.4,15.38,0.12,Dra,0,2015
KOI-2007.02,Hot,rocky-iron,2.73,1.40,1.39,745.2,21.13,0.15,Dra,0,2015
KOI-2009.01,Hot,rocky-iron,12.80,2.11,2.88,451.6,86.75,0.36,Cyg,0,2015
KOI-2010.01,Hot,rocky-iron,24.51,2.45,4.08,844.3,25.96,0.18,Cyg,0,2015
KOI-2011.01,Hot,rocky-iron,2.28,1.33,1.29,1146.9,7.06,0.08,Cyg,0,2015
KOI-2011.02,Hot,rocky-iron,1.09,1.07,0.95,857.5,17.27,0.14,Cyg,0,2015
KOI-2012.01,Hot,rocky-iron,24.51,2.45,4.08,573.5,34.85,0.20,Cyg,0,2015
KOI-2013.01,Hot,rocky-iron,0.39,0.78,0.63,831.8,2.41,0.03,Lyr,0,2015
KOI-2016.01,Hot,rocky-iron,10.10,1.99,2.55,1221.2,4.31,0.05,Cyg,0,2015
KOI-2017.01,Hot,rocky-iron,1.16,1.09,0.97,1323.2,2.30,0.03,Cyg,0,2015
KOI-2018.01,Hot,rocky-iron,19.17,2.32,3.56,638.3,27.50,0.16,Cyg,0,2015
KOI-2018.02,Hot,rocky-iron,1.35,1.14,1.04,740.0,16.10,0.11,Cyg,0,2015
KOI-2020.01,Warm,rocky-iron,13.05,2.12,2.90,284.9,110.97,0.37,Cyg,1,2015
KOI-2021.01,Hot,rocky-iron,6.01,1.74,1.98,950.7,3.76,0.04,Lyr,0,2015
KOI-2022.01,Hot,rocky-iron,8.24,1.89,2.31,1030.7,5.93,0.06,Cyg,0,2015
KOI-2022.02,Hot,rocky-iron,9.70,1.97,2.50,819.7,12.25,0.10,Cyg,0,2015
KOI-2024.01,Hot,rocky-iron,21.88,2.39,3.83,565.7,46.88,0.24,Lyr,0,2015
KOI-2025.01,Hot,rocky-iron,24.51,2.45,4.08,887.4,17.85,0.13,Lyr,0,2015
KOI-2025.02,Hot,rocky-iron,24.97,2.46,4.13,787.4,26.14,0.17,Lyr,0,2015
KOI-2025.03,Hot,rocky-iron,3.49,1.50,1.55,1017.8,11.19,0.10,Lyr,0,2015
KOI-2026.01,Hot,rocky-iron,16.46,2.24,3.28,1599.8,2.76,0.04,Cyg,0,2015
KOI-2029.01,Hot,rocky-iron,1.84,1.25,1.18,618.7,16.33,0.12,Cyg,0,2015
KOI-2029.02,Hot,rocky-iron,0.59,0.89,0.75,715.6,10.06,0.09,Cyg,0,2015
KOI-2029.03,Hot,rocky-iron,0.23,0.66,0.52,803.3,6.89,0.07,Cyg,0,2015
KOI-2029.04,Hot,rocky-iron,0.17,0.60,0.46,901.9,4.79,0.05,Cyg,0,2015
KOI-2031.01,Hot,rocky-iron,4.82,1.64,1.79,624.1,9.30,0.07,Lyr,0,2015
KOI-2032.01,Hot,rocky-iron,1.39,1.15,1.05,729.0,14.08,0.11,Lyr,0,2015
KOI-2033.01,Hot,rocky-iron,1.89,1.26,1.19,573.6,16.54,0.11,Lyr,0,2015
KOI-2034.02,Hot,rocky-iron,4.02,1.56,1.65,1295.6,2.37,0.03,Cyg,0,2015
KOI-2036.01,Hot,rocky-iron,6.27,1.76,2.03,526.9,8.41,0.07,Cyg,0,2015
KOI-2036.02,Hot,rocky-iron,1.12,1.08,0.96,582.4,5.80,0.05,Cyg,0,2015
KOI-2037.02,Hot,rocky-iron,16.77,2.25,3.31,938.7,5.48,0.06,Lyr,0,2015
KOI-2037.03,Hot,rocky-iron,17.43,2.27,3.38,815.6,8.56,0.08,Lyr,0,2015
KOI-2038.01,Hot,rocky-iron,13.05,2.12,2.90,877.5,8.31,0.08,Cyg,0,2015
KOI-2038.02,Hot,rocky-iron,8.77,1.92,2.38,769.2,12.51,0.10,Cyg,0,2015
KOI-2038.04,Hot,rocky-iron,1.65,1.21,1.12,610.0,25.22,0.17,Cyg,0,2015
KOI-2039.01,Hot,rocky-iron,2.28,1.33,1.29,968.1,5.43,0.06,Lyr,0,2015
KOI-2039.02,Hot,rocky-iron,0.27,0.70,0.56,1818.3,0.76,0.02,Lyr,0,2015
KOI-2045.01,Hot,rocky-iron,10.30,2.00,2.58,785.1,5.48,0.05,Lyr,0,2015
KOI-2045.02,Hot,rocky-iron,3.24,1.47,1.50,490.1,24.21,0.15,Lyr,0,2015
KOI-2045.03,Hot,rocky-iron,2.28,1.33,1.29,545.4,16.93,0.12,Lyr,0,2015
KOI-2046.01,Hot,rocky-iron,10.72,2.02,2.63,738.4,23.90,0.16,Cyg,0,2015
KOI-2047.01,Hot,rocky-iron,6.69,1.79,2.09,1318.0,6.22,0.07,Cyg,0,2015
KOI-2048.01,Hot,rocky-iron,3.24,1.47,1.50,699.8,6.18,0.05,Cyg,0,2015
KOI-2049.01,Hot,rocky-iron,2.73,1.40,1.39,1814.2,1.57,0.03,Cyg,0,2015
KOI-2050.02,Hot,rocky-iron,4.61,1.62,1.76,1072.2,3.18,0.04,Cyg,0,2015
KOI-2051.02,Hot,rocky-iron,3.49,1.50,1.55,916.7,11.03,0.10,Lyr,0,2015
KOI-2053.01,Hot,rocky-iron,4.82,1.64,1.79,892.6,13.12,0.11,Cyg,0,2015
KOI-2053.02,Hot,rocky-iron,2.11,1.30,1.25,1243.4,4.61,0.06,Cyg,0,2015
KOI-2055.01,Hot,rocky-iron,9.32,1.95,2.45,860.3,8.68,0.08,Cyg,0,2015
KOI-2055.02,Hot,rocky-iron,2.60,1.38,1.36,1092.6,4.03,0.05,Cyg,0,2015
KOI-2055.03,Hot,rocky-iron,1.43,1.16,1.06,1270.1,2.50,0.04,Cyg,0,2015
KOI-2056.01,Hot,rocky-iron,13.57,2.14,2.96,585.9,39.31,0.23,Cyg,0,2015
KOI-2057.01,Hot,rocky-iron,1.43,1.16,1.06,582.5,5.95,0.05,Lyr,0,2015
KOI-2058.01,Hot,rocky-iron,2.60,1.38,1.36,899.4,1.52,0.02,Lyr,0,2015
KOI-2059.01,Hot,rocky-iron,0.44,0.81,0.66,799.3,6.15,0.06,Cyg,0,2015
KOI-2059.02,Hot,rocky-iron,0.10,0.51,0.39,1108.9,2.19,0.03,Cyg,0,2015
KOI-2060.01,Hot,rocky-iron,9.70,1.97,2.50,1000.8,2.80,0.03,Cyg,0,2015
KOI-2061.01,Hot,rocky-iron,7.13,1.82,2.15,646.8,14.09,0.11,Cyg,0,2015
KOI-2061.02,Hot,rocky-iron,0.96,1.03,0.90,1449.9,1.09,0.02,Cyg,0,2015
KOI-2063.01,Hot,rocky-iron,4.51,1.61,1.74,1165.4,3.01,0.04,Cyg,0,2015
KOI-2064.01,Hot,rocky-iron,18.10,2.29,3.45,1160.7,6.31,0.07,Cyg,0,2015
KOI-2071.01,Hot,rocky-iron,8.07,1.88,2.28,1428.2,3.86,0.05,Lyr,0,2015
KOI-2072.01,Hot,rocky-iron,0.42,0.80,0.65,1563.7,1.54,0.03,Cyg,0,2015
KOI-2073.02,Hot,rocky-iron,8.41,1.90,2.33,847.7,6.48,0.06,Cyg,0,2015
KOI-2073.03,Hot,rocky-iron,26.93,2.50,4.31,634.6,16.86,0.12,Cyg,0,2015
KOI-2075.01,Hot,rocky-iron,1.35,1.14,1.04,1893.1,2.05,0.03,Cyg,0,2015
KOI-2078.01,Hot,rocky-iron,17.43,2.27,3.38,462.8,18.78,0.12,Cyg,0,2015
KOI-2079.01,Hot,rocky-iron,0.45,0.82,0.67,2164.1,0.69,0.02,Cyg,0,2015
KOI-2082.01,Hot,rocky-iron,10.72,2.02,2.63,650.6,31.59,0.20,Cyg,0,2015
KOI-2083.01,Hot,rocky-iron,9.51,1.96,2.47,1120.9,7.72,0.08,Lyr,0,2015
KOI-2086.01,Hot,rocky-iron,9.70,1.97,2.50,1245.9,7.13,0.07,Lyr,0,2015
KOI-2086.02,Hot,rocky-iron,12.80,2.11,2.88,1160.9,8.92,0.09,Lyr,0,2015
KOI-2086.03,Hot,rocky-iron,6.27,1.76,2.03,1055.2,11.90,0.11,Lyr,0,2015
KOI-2087.01,Hot,rocky-iron,2.47,1.36,1.33,709.7,23.13,0.16,Lyr,0,2015
KOI-2090.01,Hot,rocky-iron,7.59,1.85,2.22,574.5,5.13,0.05,Cyg,0,2015
KOI-2093.02,Hot,rocky-iron,4.51,1.61,1.74,1598.4,2.51,0.04,Cyg,0,2015
KOI-2093.03,Hot,rocky-iron,2.22,1.32,1.28,2159.9,0.99,0.02,Cyg,0,2015
KOI-2095.01,Hot,rocky-iron,1.16,1.09,0.97,1459.9,1.43,0.02,Cyg,0,2015
KOI-2096.01,Hot,rocky-iron,9.51,1.96,2.47,746.9,9.76,0.08,Cyg,0,2015
KOI-2097.01,Hot,rocky-iron,13.84,2.15,2.99,554.9,58.60,0.30,Cyg,0,2015
KOI-2098.01,Hot,rocky-iron,10.94,2.03,2.65,821.2,25.08,0.17,Lyr,0,2015
KOI-2098.02,Hot,rocky-iron,12.07,2.08,2.79,553.2,89.72,0.39,Lyr,0,2015
KOI-2100.01,Hot,rocky-iron,1.79,1.24,1.16,1144.0,4.27,0.05,Cyg,0,2015
KOI-2101.01,Hot,rocky-iron,1.47,1.17,1.07,805.8,2.89,0.03,Cyg,0,2015
KOI-2103.01,Hot,rocky-iron,1.31,1.13,1.02,1314.0,2.54,0.03,Cyg,0,2015
KOI-2105.01,Hot,rocky-iron,2.00,1.28,1.22,1072.7,6.42,0.07,Cyg,0,2015
KOI-2106.01,Hot,rocky-iron,14.66,2.18,3.09,859.7,9.75,0.09,Cyg,0,2015
KOI-2107.01,Hot,rocky-iron,15.84,2.22,3.21,417.7,81.32,0.35,Cyg,0,2015
KOI-2109.01,Hot,rocky-iron,11.16,2.04,2.68,777.2,19.79,0.15,Cyg,0,2015
KOI-2110.01,Hot,rocky-iron,1.09,1.07,0.95,1288.9,5.04,0.06,Cyg,0,2015
KOI-2111.01,Hot,rocky-iron,4.61,1.62,1.76,1336.6,3.29,0.04,Lyr,0,2015
KOI-2111.02,Hot,rocky-iron,12.80,2.11,2.88,1044.2,7.19,0.07,Lyr,0,2015
KOI-2113.02,Hot,rocky-iron,26.43,2.49,4.26,721.3,12.33,0.10,Cyg,0,2015
KOI-2114.01,Hot,rocky-iron,8.77,1.92,2.38,741.0,4.42,0.05,Lyr,0,2015
KOI-2116.01,Hot,rocky-iron,2.66,1.39,1.38,1812.4,1.25,0.02,Cyg,0,2015
KOI-2117.01,Hot,rocky-iron,8.59,1.91,2.35,569.2,13.36,0.10,Lyr,0,2015
KOI-2119.01,Hot,rocky-iron,2.60,1.38,1.36,1916.6,0.57,0.01,Lyr,0,2015
KOI-2120.01,Hot,rocky-iron,2.87,1.42,1.42,809.4,8.77,0.08,Cyg,0,2015
KOI-2121.01,Hot,rocky-iron,2.66,1.39,1.38,1009.7,4.51,0.05,Cyg,0,2015
KOI-2122.01,Hot,rocky-iron,6.41,1.77,2.05,550.5,37.65,0.21,Lyr,0,2015
KOI-2123.01,Hot,rocky-iron,15.54,2.21,3.18,645.4,29.46,0.19,Cyg,0,2015
KOI-2124.01,Hot,rocky-iron,0.87,1.00,0.87,329.8,42.34,0.20,Cyg,0,2015
KOI-2126.01,Hot,rocky-iron,19.91,2.34,3.64,656.9,9.69,0.08,Lyr,0,2015
KOI-2129.01,Hot,rocky-iron,8.07,1.88,2.28,982.3,8.80,0.09,Cyg,0,2015
KOI-2130.01,Hot,rocky-iron,12.07,2.08,2.79,448.9,16.86,0.11,Lyr,0,2015
KOI-2132.01,Hot,rocky-iron,7.43,1.84,2.20,430.7,69.90,0.30,Cyg,0,2015
KOI-2134.01,Hot,rocky-iron,19.17,2.32,3.56,568.6,42.30,0.23,Lyr,0,2015
KOI-2135.01,Hot,rocky-iron,16.46,2.24,3.28,608.9,55.19,0.29,Cyg,0,2015
KOI-2135.02,Hot,rocky-iron,1.84,1.25,1.18,821.1,20.19,0.15,Cyg,0,2015
KOI-2135.03,Hot,rocky-iron,2.05,1.29,1.23,1084.6,8.49,0.08,Cyg,0,2015
KOI-2137.01,Hot,rocky-iron,3.49,1.50,1.55,735.7,14.97,0.11,Cyg,0,2015
KOI-2138.01,Hot,rocky-iron,14.38,2.17,3.05,1427.2,23.55,0.21,Cyg,0,2015
KOI-2140.01,Hot,rocky-iron,21.07,2.37,3.75,538.3,41.70,0.23,Cyg,0,2015
KOI-2143.01,Hot,rocky-iron,0.90,1.01,0.88,996.4,4.79,0.05,Cyg,0,2015
KOI-2145.01,Hot,rocky-iron,5.27,1.68,1.87,978.8,8.33,0.08,Cyg,0,2015
KOI-2146.01,Hot,rocky-iron,3.57,1.51,1.57,1067.1,2.95,0.04,Lyr,0,2015
KOI-2147.01,Hot,rocky-iron,5.27,1.68,1.87,520.4,37.87,0.21,Cyg,0,2015
KOI-2147.02,Hot,rocky-iron,0.49,0.84,0.69,768.4,10.33,0.09,Cyg,0,2015
KOI-2148.02,Hot,rocky-iron,20.29,2.35,3.67,1342.9,7.54,0.08,Lyr,0,2015
KOI-2148.03,Hot,rocky-iron,6.01,1.74,1.98,1696.8,3.61,0.05,Lyr,0,2015
KOI-2149.01,Hot,rocky-iron,5.51,1.70,1.91,1028.6,13.15,0.12,Cyg,0,2015
KOI-2150.02,Hot,rocky-iron,12.31,2.09,2.82,554.5,44.70,0.25,Lyr,0,2015
KOI-2152.01,Hot,rocky-iron,10.51,2.01,2.60,524.5,42.19,0.23,Lyr,0,2015
KOI-2153.01,Hot,rocky-iron,10.10,1.99,2.55,593.6,59.98,0.32,Lyr,0,2015
KOI-2153.02,Hot,rocky-iron,3.09,1.45,1.47,766.3,25.75,0.18,Lyr,0,2015
KOI-2155.01,Hot,rocky-iron,5.39,1.69,1.89,1068.8,4.34,0.05,Cyg,0,2015
KOI-2156.01,Hot,rocky-iron,6.69,1.79,2.09,674.0,2.85,0.03,Lyr,0,2015
KOI-2158.01,Hot,rocky-iron,2.28,1.33,1.29,1310.8,4.56,0.05,Cyg,0,2015
KOI-2158.02,Hot,rocky-iron,0.90,1.01,0.88,1154.5,6.68,0.07,Cyg,0,2015
KOI-2159.01,Hot,rocky-iron,1.51,1.18,1.09,978.8,7.60,0.07,Lyr,0,2015
KOI-2160.01,Hot,rocky-iron,4.21,1.58,1.69,685.7,17.67,0.13,Cyg,0,2015
KOI-2162.01,Hot,rocky-iron,4.21,1.58,1.69,415.1,108.59,0.44,Lyr,0,2015
KOI-2162.02,Hot,rocky-iron,3.83,1.54,1.62,345.8,199.66,0.65,Lyr,0,2015
KOI-2163.01,Hot,rocky-iron,7.28,1.83,2.17,910.9,10.66,0.10,Cyg,0,2015
KOI-2163.02,Hot,rocky-iron,4.72,1.63,1.77,772.8,17.78,0.14,Cyg,0,2015
KOI-2163.03,Hot,rocky-iron,3.75,1.53,1.60,667.1,28.22,0.18,Cyg,0,2015
KOI-2164.01,Hot,rocky-iron,4.21,1.58,1.69,947.2,5.12,0.05,Cyg,0,2015
KOI-2168.01,Hot,rocky-iron,3.32,1.48,1.52,1357.0,3.28,0.04,Cyg,0,2015
KOI-2168.02,Hot,rocky-iron,6.69,1.79,2.09,886.1,12.52,0.11,Cyg,0,2015
KOI-2169.01,Hot,rocky-iron,0.53,0.86,0.72,945.9,5.45,0.06,Lyr,0,2015
KOI-2169.02,Hot,rocky-iron,0.23,0.66,0.52,1111.9,3.27,0.04,Lyr,0,2015
KOI-2169.03,Hot,rocky-iron,0.22,0.65,0.51,1018.9,4.27,0.05,Lyr,0,2015
KOI-2169.04,Hot,rocky-iron,0.04,0.39,0.29,1258.9,2.19,0.03,Lyr,0,2015
KOI-2171.01,Hot,rocky-iron,3.02,1.44,1.45,1226.8,3.53,0.05,Cyg,0,2015
KOI-2173.01,Hot,rocky-iron,1.39,1.15,1.05,428.1,37.82,0.20,Cyg,0,2015
KOI-2173.02,Hot,rocky-iron,2.47,1.36,1.33,387.8,53.58,0.25,Cyg,0,2015
KOI-2174.01,Hot,rocky-iron,4.93,1.65,1.81,625.9,6.69,0.06,Cyg,0,2015
KOI-2174.02,Hot,rocky-iron,8.07,1.88,2.28,386.8,33.14,0.17,Cyg,0,2015
